,year,agency_code,career_cluster,num_concentrators,District Name,"School
Code",School Name,"State Board
Region",Grade Span,Title I Served School,Percent EDS,"School Performance 
Grade
(SPG)","School Performance
Score
(SPS)","School
Achievement
Score
(SA)","School Growth
Score
(SG)","School Growth
Status","School Growth
Index","Academic Assessments Score
(Reading and Mathematics EOG/EOC)","Science EOG
Score",English Learner Progress Score,"Four-Year
Cohort
Graduation
Rate Score","Biology
EOC Score",The ACT/WorkKeys Assessments Score,"Passing
NC Math 3 Course Score"
11514,2020,450343,MANU,19,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11515,2020,450343,STEM,4,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11516,2020,450343,TRAN,2,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11517,2021,450343,LAW,2,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11518,2021,450343,MANU,7,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11519,2022,450343,HOSP,6,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11520,2022,450343,LAW,2,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11521,2022,450343,MANU,7,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11522,2022,450343,TRAN,2,Henderson County Schools,450343,Henderson County Career Academy,Western,06-12,,47.1,ALT,,,,,,,,,,,,
11523,2017,450352,AGNR,79,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11524,2017,450352,ARCH,51,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11525,2017,450352,BMA,32,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11526,2017,450352,FINA,15,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11527,2017,450352,HLTH,23,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11528,2017,450352,HOSP,73,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11529,2017,450352,HUMA,8,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11530,2017,450352,INFO,46,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11531,2017,450352,LAW,14,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11532,2017,450352,MANU,10,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11533,2017,450352,MRKT,3,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11534,2017,450352,STEM,16,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11535,2017,450352,TRAN,10,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11536,2018,450352,AGNR,43,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11537,2018,450352,ARCH,32,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11538,2018,450352,AAVC,0,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11539,2018,450352,BMA,14,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11540,2018,450352,EDUC,0,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11541,2018,450352,FINA,5,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11542,2018,450352,HLTH,17,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11543,2018,450352,HOSP,37,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11544,2018,450352,HUMA,7,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11545,2018,450352,INFO,22,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11546,2018,450352,LAW,7,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11547,2018,450352,MANU,6,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11548,2018,450352,MRKT,1,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11549,2018,450352,STEM,8,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11550,2018,450352,TRAN,6,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11551,2019,450352,AGNR,38,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11552,2019,450352,ARCH,34,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11553,2019,450352,AAVC,4,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11554,2019,450352,BMA,11,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11555,2019,450352,FINA,4,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11556,2019,450352,HLTH,9,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11557,2019,450352,HOSP,44,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11558,2019,450352,HUMA,4,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11559,2019,450352,INFO,16,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11560,2019,450352,LAW,3,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11561,2019,450352,MANU,2,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11562,2019,450352,MRKT,1,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11563,2019,450352,STEM,6,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11564,2020,450352,AAVC,42,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11565,2020,450352,AGNR,27,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11566,2020,450352,ARCH,114,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11567,2020,450352,BMA,1,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11568,2020,450352,HLTH,54,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11569,2020,450352,HOSP,55,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11570,2020,450352,HUMA,46,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11571,2020,450352,INFO,5,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11572,2020,450352,LAW,10,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11573,2020,450352,MANU,5,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11574,2020,450352,STEM,25,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11575,2021,450352,AAVC,31,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11576,2021,450352,AGNR,18,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11577,2021,450352,ARCH,48,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11578,2021,450352,HLTH,18,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11579,2021,450352,HOSP,23,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11580,2021,450352,HUMA,31,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11581,2021,450352,LAW,2,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11582,2021,450352,MANU,13,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11583,2021,450352,STEM,7,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11584,2022,450352,AAVC,8,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11585,2022,450352,AGNR,11,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11586,2022,450352,ARCH,53,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11587,2022,450352,FINA,20,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11588,2022,450352,HLTH,23,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11589,2022,450352,HOSP,9,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11590,2022,450352,HUMA,14,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11591,2022,450352,LAW,1,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11592,2022,450352,MANU,28,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11593,2022,450352,STEM,11,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11594,2022,450352,TRAN,4,Henderson County Schools,450352,West Henderson High,Western,09-12,,21.8,B,78.0,76.5,82.5,Met,1.0,72.1,,,93.3,64.4,59.6,>95
11595,2017,460320,AGNR,85,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11596,2017,460320,BMA,12,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11597,2017,460320,HLTH,22,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11598,2017,460320,HOSP,94,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11599,2017,460320,INFO,15,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11600,2017,460320,LAW,418,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11601,2017,460320,MANU,137,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11602,2017,460320,MRKT,8,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11603,2017,460320,TRAN,8,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11604,2018,460320,AGNR,18,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11605,2018,460320,ARCH,0,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11606,2018,460320,AAVC,0,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11607,2018,460320,BMA,7,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11608,2018,460320,EDUC,0,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11609,2018,460320,FINA,0,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11610,2018,460320,HLTH,18,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11611,2018,460320,HOSP,21,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11612,2018,460320,HUMA,0,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11613,2018,460320,INFO,12,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11614,2018,460320,LAW,9,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11615,2018,460320,MANU,18,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11616,2018,460320,MRKT,4,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11617,2018,460320,STEM,0,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11618,2018,460320,TRAN,7,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11619,2019,460320,AGNR,15,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11620,2019,460320,AAVC,9,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11621,2019,460320,BMA,8,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11622,2019,460320,HLTH,22,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11623,2019,460320,HOSP,20,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11624,2019,460320,INFO,30,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11625,2019,460320,LAW,11,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11626,2019,460320,MANU,2,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11627,2019,460320,MRKT,1,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11628,2019,460320,TRAN,6,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11629,2020,460320,AAVC,27,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11630,2020,460320,AGNR,11,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11631,2020,460320,HLTH,52,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11632,2020,460320,HOSP,71,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11633,2020,460320,HUMA,27,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11634,2020,460320,LAW,4,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11635,2020,460320,MANU,9,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11636,2020,460320,TRAN,1,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11637,2021,460320,AAVC,21,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11638,2021,460320,AGNR,13,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11639,2021,460320,BMA,13,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11640,2021,460320,HLTH,34,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11641,2021,460320,HOSP,32,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11642,2021,460320,LAW,2,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11643,2022,460320,AAVC,13,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11644,2022,460320,AGNR,15,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11645,2022,460320,BMA,40,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11646,2022,460320,HLTH,33,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11647,2022,460320,HOSP,45,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11648,2022,460320,INFO,13,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11649,2022,460320,LAW,2,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11650,2022,460320,MANU,9,Hertford County Schools,460320,Hertford County High,Northeast,09-12,Y,57.4,D,41.0,36.7,56.6,Not Met,-6.03,11.5,,,67.6,30.7,15.7,88.9
11651,2017,460340,AAVC,25,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11652,2017,460340,BMA,25,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11653,2017,460340,HLTH,15,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11654,2017,460340,MRKT,23,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11655,2018,460340,AGNR,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11656,2018,460340,ARCH,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11657,2018,460340,AAVC,10,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11658,2018,460340,BMA,10,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11659,2018,460340,EDUC,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11660,2018,460340,FINA,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11661,2018,460340,HLTH,9,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11662,2018,460340,HOSP,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11663,2018,460340,HUMA,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11664,2018,460340,INFO,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11665,2018,460340,LAW,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11666,2018,460340,MANU,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11667,2018,460340,MRKT,9,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
11668,2018,460340,STEM,0,Hertford County Schools,460340,CS Brown High,Northeast,09-12,Y,38.5,A,96.0,96.4,,,,,,,>95,,,
