,year,agency_code,career_cluster,num_concentrators,District Name,"School
Code",School Name,"State Board
Region",Grade Span,Title I Served School,Percent EDS,"School Performance 
Grade
(SPG)","School Performance
Score
(SPS)","School
Achievement
Score
(SA)","School Growth
Score
(SG)","School Growth
Status","School Growth
Index","Academic Assessments Score
(Reading and Mathematics EOG/EOC)","Science EOG
Score",English Learner Progress Score,"Four-Year
Cohort
Graduation
Rate Score","Biology
EOC Score",The ACT/WorkKeys Assessments Score,"Passing
NC Math 3 Course Score"
0,2017,010324,AAVC,22,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
1,2017,010324,AGNR,26,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
2,2017,010324,ARCH,32,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
3,2017,010324,BMA,2,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
4,2017,010324,FINA,4,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
5,2017,010324,HLTH,5,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
6,2017,010324,HOSP,87,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
7,2017,010324,HUMA,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
8,2017,010324,INFO,74,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
9,2017,010324,MANU,4,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
10,2017,010324,STEM,11,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
11,2017,010324,TRAN,10,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
12,2018,010324,AGNR,15,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
13,2018,010324,ARCH,24,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
14,2018,010324,AAVC,13,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
15,2018,010324,BMA,3,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
16,2018,010324,EDUC,0,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
17,2018,010324,FINA,4,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
18,2018,010324,HLTH,6,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
19,2018,010324,HOSP,22,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
20,2018,010324,HUMA,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
21,2018,010324,INFO,8,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
22,2018,010324,LAW,0,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
23,2018,010324,MANU,3,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
24,2018,010324,MRKT,0,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
25,2018,010324,STEM,7,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
26,2018,010324,TRAN,8,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
27,2019,010324,AGNR,24,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
28,2019,010324,ARCH,33,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
29,2019,010324,AAVC,17,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
30,2019,010324,BMA,6,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
31,2019,010324,FINA,4,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
32,2019,010324,HLTH,10,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
33,2019,010324,HOSP,39,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
34,2019,010324,HUMA,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
35,2019,010324,INFO,7,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
36,2019,010324,LAW,3,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
37,2019,010324,MRKT,2,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
38,2019,010324,STEM,5,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
39,2019,010324,TRAN,4,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
40,2020,010324,AAVC,216,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
41,2020,010324,ARCH,141,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
42,2020,010324,FINA,14,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
43,2020,010324,HLTH,72,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
44,2020,010324,HOSP,46,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
45,2020,010324,HUMA,138,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
46,2020,010324,INFO,32,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
47,2020,010324,LAW,4,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
48,2020,010324,STEM,19,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
49,2020,010324,TRAN,5,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
50,2021,010324,AAVC,83,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
51,2021,010324,AGNR,9,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
52,2021,010324,ARCH,27,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
53,2021,010324,BMA,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
54,2021,010324,FINA,5,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
55,2021,010324,HLTH,25,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
56,2021,010324,HOSP,15,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
57,2021,010324,HUMA,23,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
58,2021,010324,INFO,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
59,2021,010324,LAW,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
60,2021,010324,STEM,11,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
61,2022,010324,AAVC,80,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
62,2022,010324,AGNR,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
63,2022,010324,ARCH,20,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
64,2022,010324,BMA,6,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
65,2022,010324,FINA,10,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
66,2022,010324,HLTH,28,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
67,2022,010324,HOSP,3,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
68,2022,010324,HUMA,20,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
69,2022,010324,INFO,8,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
70,2022,010324,LAW,6,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
71,2022,010324,STEM,3,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
72,2022,010324,TRAN,1,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,25,B,72.0,67.2,90.9,Exceeded,4.58,55.4,,,90.4,55.3,57.2,93.4
73,2017,010348,AAVC,8,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
74,2017,010348,AGNR,10,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
75,2017,010348,ARCH,82,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
76,2017,010348,BMA,3,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
77,2017,010348,FINA,2,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
78,2017,010348,HLTH,8,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
79,2017,010348,HOSP,12,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
80,2017,010348,INFO,5,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
81,2017,010348,LAW,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
82,2017,010348,MANU,3,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
83,2017,010348,TRAN,83,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
84,2018,010348,AGNR,10,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
85,2018,010348,ARCH,13,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
86,2018,010348,AAVC,7,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
87,2018,010348,BMA,2,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
88,2018,010348,EDUC,0,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
89,2018,010348,FINA,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
90,2018,010348,HLTH,8,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
91,2018,010348,HOSP,10,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
92,2018,010348,HUMA,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
93,2018,010348,INFO,3,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
94,2018,010348,LAW,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
95,2018,010348,MANU,2,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
96,2018,010348,MRKT,0,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
97,2018,010348,STEM,0,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
98,2018,010348,TRAN,18,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
99,2019,010348,AGNR,12,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
100,2019,010348,ARCH,20,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
101,2019,010348,AAVC,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
102,2019,010348,BMA,5,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
103,2019,010348,FINA,7,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
104,2019,010348,HLTH,10,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
105,2019,010348,HOSP,15,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
106,2019,010348,HUMA,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
107,2019,010348,INFO,3,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
108,2019,010348,LAW,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
109,2019,010348,STEM,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
110,2019,010348,TRAN,15,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
111,2020,010348,AAVC,13,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
112,2020,010348,ARCH,41,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
113,2020,010348,FINA,2,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
114,2020,010348,HLTH,24,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
115,2020,010348,HOSP,6,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
116,2020,010348,HUMA,27,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
117,2020,010348,INFO,8,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
118,2020,010348,LAW,15,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
119,2020,010348,TRAN,5,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
120,2021,010348,AAVC,2,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
121,2021,010348,ARCH,12,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
122,2021,010348,BMA,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
123,2021,010348,HLTH,9,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
124,2021,010348,HUMA,27,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
125,2021,010348,INFO,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
126,2021,010348,LAW,5,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
127,2021,010348,STEM,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
128,2021,010348,TRAN,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
129,2022,010348,AAVC,2,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
130,2022,010348,ARCH,15,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
131,2022,010348,BMA,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
132,2022,010348,HLTH,12,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
133,2022,010348,HOSP,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
134,2022,010348,HUMA,21,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
135,2022,010348,INFO,1,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
136,2022,010348,LAW,8,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,44.1,C,56.0,47.4,88.6,Exceeded,3.46,38.6,,,82.4,17.4,23,89
